"StockCode";"CUST_COUNT";"TOTALPRODREVENUE";"NO_OF_SALES";"AVG_REVENUE"
"90092";"1";"1.66";"1";"1.660000"
"90093";"6";"28.57";"10";"2.857000"
"90094";"13";"35.70";"13";"2.746154"
"90095";"1";"0.00";"1";"0.000000"
"90096";"4";"112.21";"27";"4.155926"
"90098";"9";"58.65";"9";"6.516667"
"90099";"11";"71.28";"15";"4.752000"
"90100";"2";"2.55";"2";"1.275000"
"90101";"3";"67.47";"15";"4.498000"
"90102";"1";"8.50";"1";"8.500000"
"90103";"2";"57.36";"15";"3.824000"
"90104";"2";"23.16";"14";"1.654286"
"90108";"5";"56.76";"10";"5.676000"
"90112";"1";"2.10";"2";"1.050000"
"90114";"11";"402.66";"87";"4.628276"
"90115";"1";"134.53";"31";"4.339677"
"90116";"4";"145.52";"45";"3.233778"
"90118";"1";"59.34";"18";"3.296667"
"90119";"4";"207.61";"36";"5.766944"
"90120A";"1";"29.73";"3";"9.910000"
"90120B";"5";"147.12";"14";"10.508571"
"90120C";"7";"215.20";"22";"9.781818"
"90120D";"3";"41.79";"6";"6.965000"
"90122A";"4";"109.48";"14";"7.820000"
"90122B";"2";"29.93";"6";"4.988333"
"90122C";"4";"119.23";"11";"10.839091"
"90123A";"9";"89.12";"9";"9.902222"
"90123B";"5";"53.42";"5";"10.684000"
"90123C";"6";"83.29";"6";"13.881667"
"90123D";"3";"35.31";"5";"7.062000"
"90124A";"5";"79.66";"6";"13.276667"
"90124B";"4";"119.53";"11";"10.866364"
"90124C";"5";"109.54";"8";"13.692500"
"90125A";"5";"106.24";"10";"10.624000"
"90125B";"4";"48.06";"12";"4.005000"
"90125C";"3";"69.85";"7";"9.978571"
"90125D";"4";"110.03";"19";"5.791053"
"90125E";"2";"21.05";"10";"2.105000"
"90126A";"1";"3.36";"1";"3.360000"
"90126C";"1";"6.58";"1";"6.580000"
"90127A";"1";"4.92";"1";"4.920000"
"90128A";"1";"7.43";"2";"3.715000"
"90128B";"2";"3.76";"2";"1.880000"
"90128C";"1";"4.97";"2";"2.485000"
"90128D";"1";"4.97";"2";"2.485000"
"90129A";"4";"82.98";"20";"4.149000"
"90129B";"7";"121.38";"20";"6.069000"
"90129C";"7";"79.76";"16";"4.985000"
"90129D";"3";"33.44";"7";"4.777143"
"90129E";"2";"77.04";"14";"5.502857"
"90129F";"6";"88.03";"16";"5.501875"
"90130A";"2";"17.50";"6";"2.916667"
"90130B";"4";"113.97";"31";"3.676452"
"90130C";"1";"40.95";"13";"3.150000"
"90130D";"1";"8.70";"3";"2.900000"
"90131";"2";"34.87";"2";"17.435000"
"90132";"1";"15.16";"3";"5.053333"
"90133";"4";"94.43";"13";"7.263846"
"90134";"1";"157.50";"45";"3.500000"
"90135";"2";"39.66";"2";"19.830000"
"90135A";"1";"4.98";"1";"4.980000"
"90136";"2";"29.85";"2";"14.925000"
"90137";"1";"16.31";"3";"5.436667"
"90138";"2";"52.42";"7";"7.488571"
"90140";"1";"15.12";"2";"7.560000"
"90141A";"2";"48.26";"9";"5.362222"
"90141B";"2";"30.01";"4";"7.502500"
"90141C";"2";"37.46";"7";"5.351429"
"90141D";"1";"5.51";"1";"5.510000"
"90141E";"1";"9.90";"1";"9.900000"
"90142A";"1";"5.09";"1";"5.090000"
"90142D";"4";"49.64";"4";"12.410000"
"90143";"8";"237.18";"20";"11.859000"
"90144";"4";"67.36";"14";"4.811429"
"90145";"6";"144.20";"16";"9.012500"
"90146";"4";"95.35";"7";"13.621429"
"90147";"11";"298.94";"24";"12.455833"
"90148";"6";"69.93";"7";"9.990000"
"90149";"3";"342.76";"4";"85.690000"
"90151";"2";"68.00";"4";"17.000000"
"90152A";"4";"28.76";"5";"5.752000"
"90152B";"2";"11.46";"2";"5.730000"
"90152C";"1";"5.95";"1";"5.950000"
"90154";"5";"421.75";"5";"84.350000"
"90155";"5";"67.62";"7";"9.660000"
"90156";"3";"19.80";"3";"6.600000"
"90157";"3";"49.59";"5";"9.918000"
"90158";"7";"224.12";"35";"6.403429"
"90159";"3";"29.79";"5";"5.958000"
"90160A";"10";"202.39";"14";"14.456429"
"90160B";"7";"147.18";"11";"13.380000"
"90160C";"14";"335.34";"25";"13.413600"
"90160D";"9";"202.15";"11";"18.377273"
"90161A";"7";"119.91";"21";"5.710000"
"90161B";"10";"333.33";"36";"9.259167"
"90161C";"13";"383.04";"49";"7.817143"
"90161D";"6";"289.19";"33";"8.763333"
"90162B";"6";"59.00";"10";"5.900000"
"90162C";"3";"41.30";"7";"5.900000"
"90162D";"3";"29.50";"5";"5.900000"
"90163A";"3";"90.32";"9";"10.035556"
"90163B";"2";"52.72";"5";"10.544000"
"90164A";"6";"115.67";"14";"8.262143"
"90164B";"8";"140.98";"16";"8.811250"
"90165A";"1";"39.98";"15";"2.665333"
"90165B";"2";"47.43";"18";"2.635000"
"90166";"4";"75.29";"14";"5.377857"
"90167";"2";"8.50";"2";"4.250000"
"90168";"1";"34.86";"11";"3.169091"
"90169";"1";"32.54";"10";"3.254000"
"90170";"5";"100.73";"35";"2.878000"
"90173";"3";"105.34";"17";"6.196471"
"90174";"4";"64.82";"21";"3.086667"
"90175A";"7";"245.63";"25";"9.825200"
"90175B";"1";"91.68";"9";"10.186667"
"90175C";"6";"80.55";"6";"13.425000"
"90175D";"3";"210.04";"20";"10.502000"
"90176A";"2";"14.98";"3";"4.993333"
"90176B";"2";"30.12";"3";"10.040000"
"90176C";"2";"23.32";"2";"11.660000"
"90176D";"4";"45.00";"5";"9.000000"
"90176E";"3";"29.98";"3";"9.993333"
"90177A";"1";"23.20";"8";"2.900000"
"90177B";"3";"41.01";"7";"5.858571"
"90177C";"3";"58.53";"13";"4.502308"
"90177D";"5";"38.13";"12";"3.177500"
"90177E";"1";"23.38";"8";"2.922500"
"90178A";"7";"79.92";"8";"9.990000"
"90178B";"1";"9.99";"1";"9.990000"
"90179A";"3";"35.31";"5";"7.062000"
"90179B";"1";"17.59";"3";"5.863333"
"90179C";"2";"35.44";"6";"5.906667"
"90180A";"6";"127.24";"10";"12.724000"
"90180B";"4";"49.81";"5";"9.962000"
"90181A";"2";"64.04";"7";"9.148571"
"90181B";"1";"137.63";"14";"9.830714"
"90181C";"1";"9.15";"1";"9.150000"
"90182A";"1";"23.20";"8";"2.900000"
"90182B";"1";"14.50";"5";"2.900000"
"90182C";"1";"23.26";"8";"2.907500"
"90183A";"5";"99.54";"22";"4.524545"
"90183B";"1";"61.08";"17";"3.592941"
"90183C";"2";"29.05";"10";"2.905000"
"90184A";"5";"117.73";"9";"13.081111"
"90184B";"11";"262.14";"20";"13.107000"
"90184C";"7";"163.87";"17";"9.639412"
"90185A";"5";"105.53";"12";"8.794167"
"90185B";"3";"71.52";"11";"6.501818"
"90185C";"6";"59.09";"10";"5.909000"
"90185D";"8";"148.63";"11";"13.511818"
"90186A";"4";"35.11";"9";"3.901111"
"90186B";"7";"64.58";"15";"4.305333"
"90187A";"1";"3.32";"1";"3.320000"
"90187B";"2";"40.03";"8";"5.003750"
"90188";"3";"25.13";"7";"3.590000"
"90189A";"2";"15.00";"2";"7.500000"
"90190A";"2";"46.76";"10";"4.676000"
"90190B";"2";"38.18";"7";"5.454286"
"90190C";"5";"58.43";"19";"3.075263"
"90191";"8";"140.06";"11";"12.732727"
"90192";"4";"179.40";"23";"7.800000"
"90194";"7";"67.87";"10";"6.787000"
"90195A";"8";"122.84";"11";"11.167273"
"90195B";"4";"29.98";"4";"7.495000"
"90196A";"5";"79.92";"5";"15.984000"
"90196B";"5";"49.95";"5";"9.990000"
"90197B";"2";"174.73";"27";"6.471481"
"90198A";"9";"315.73";"44";"7.175682"
"90198B";"12";"152.40";"17";"8.964706"
"90199A";"4";"69.63";"6";"11.605000"
"90199B";"2";"56.59";"8";"7.073750"
"90199C";"8";"113.94";"11";"10.358182"
"90199D";"3";"37.62";"6";"6.270000"
"90200A";"15";"328.44";"50";"6.568800"
"90200B";"19";"388.58";"48";"8.095417"
"90200C";"7";"211.43";"28";"7.551071"
"90200D";"22";"729.57";"78";"9.353462"
"90200E";"16";"423.41";"44";"9.622955"
"90201A";"10";"131.71";"26";"5.065769"
"90201B";"7";"143.75";"20";"7.187500"
"90201C";"10";"114.62";"18";"6.367778"
"90201D";"8";"155.04";"29";"5.346207"
"90202A";"1";"46.58";"14";"3.327143"
"90202B";"2";"31.95";"9";"3.550000"
"90202C";"2";"41.01";"13";"3.154615"
"90202D";"1";"29.06";"9";"3.228889"
"90204";"7";"70.06";"16";"4.378750"
"90205A";"6";"44.91";"15";"2.994000"
"90205C";"3";"41.61";"14";"2.972143"
"90206A";"3";"59.80";"9";"6.644444"
"90206C";"7";"229.68";"31";"7.409032"
"90208";"4";"117.40";"36";"3.261111"
"90209A";"2";"151.20";"3";"50.400000"
"90209B";"8";"357.74";"55";"6.504364"
"90209C";"8";"474.20";"34";"13.947059"
"90210A";"4";"57.55";"10";"5.755000"
"90210B";"7";"61.56";"7";"8.794286"
"90210C";"6";"130.51";"11";"11.864545"
"90210D";"5";"132.05";"9";"14.672222"
"90211A";"4";"70.97";"8";"8.871250"
"90211B";"3";"41.36";"7";"5.908571"
"90212B";"2";"37.62";"8";"4.702500"
"90212C";"3";"26.25";"3";"8.750000"
"90214A";"6";"111.66";"56";"1.993929"
"90214B";"3";"24.77";"22";"1.125909"
"90214C";"8";"72.77";"33";"2.205152"
"90214D";"6";"49.90";"32";"1.559375"
"90214E";"7";"53.20";"30";"1.773333"
"90214F";"3";"15.43";"15";"1.028667"
"90214G";"6";"40.20";"30";"1.340000"
"90214H";"5";"36.76";"30";"1.225333"
"90214I";"4";"29.62";"13";"2.278462"
"90214J";"4";"57.21";"41";"1.395366"
"90214K";"7";"60.70";"38";"1.597368"
"90214L";"5";"65.04";"37";"1.757838"
"90214M";"4";"49.82";"28";"1.779286"
"90214N";"4";"29.23";"24";"1.217917"
"90214O";"2";"6.82";"5";"1.364000"
"90214P";"5";"20.23";"16";"1.264375"
"90214R";"4";"28.01";"25";"1.120400"
"90214S";"6";"71.00";"41";"1.731707"
"90214T";"2";"13.46";"11";"1.223636"
"90214U";"1";"3.48";"1";"3.480000"
"90214V";"3";"15.98";"14";"1.141429"
"90214W";"2";"6.82";"5";"1.364000"
"90214Y";"4";"22.84";"8";"2.855000"
"90214Z";"2";"11.84";"10";"1.184000"
"AMAZON";"1";"-290.71";"3";"-96.903333"
"B";"1";"-9.99";"1";"-9.990000"
"BANK C";"11";"-139.86";"12";"-11.655000"
"C2";"23";"299.70";"31";"9.667742"
"CRUK";"1";"-151.45";"1";"-151.450000"
"D";"21";"-797.73";"1";"-797.730000"
"DCGS00";"1";"69.88";"21";"3.327619"
"DCGSSB";"1";"150.55";"11";"13.686364"
"DCGSSG";"1";"144.43";"13";"11.110000"
"DOT";"2";"6990.35";"710";"9.845563"
"gift_0";"1";"314.73";"30";"10.491000"
"M";"247";"1208.34";"260";"4.647462"
"PADS";"4";"0.00";"4";"0.000000"
"POST";"73";"-194.48";"57";"-3.411930"
"S";"1";"-509.91";"3";"-169.970000"
